neg,neu,pos,compound,headline
0.193,0.764,0.043,-0.6486,"Top German newspaper editor accuses churches of left-wing bias: Ulf Poschardt, head of one of Germany's leading newspapers, has sparked a social media row over supposed left-wing bias in church sermons during Christmas. Churches have denied the claim."
0.245,0.755,0.0,-0.5994,North Korea says Japan wants war in 2018 as both build their armies
0.0,1.0,0.0,0.0,2018 World Cup chief Mutko quits; still involved in planning
0.0,0.921,0.079,0.4404,"Estonia’s government announced a new plan this month that could someday make it one of the world’s biggest nations online: The plan lets anybody with an internet connection become a resident of Estonia, thanks to the blockchain."
0.099,0.901,0.0,-0.3182,Opponent of Vladimir Putin calls for election boycott rallies: Move by opposition leader Alexei Navalny expected to draw sharp response from Kremlin
0.275,0.725,0.0,-0.5859,Martin Shkreli's ex-lawyer is convicted of aiding him in fraud scheme
0.421,0.579,0.0,-0.6249,Ukraine and pro-Russian rebels swap prisoners before New Year
0.15,0.85,0.0,-0.6249,"Ukraine and Russian-backed rebels swapped hundreds of prisoners in the war-torn east of the country, one of the largest such exchanges since the outbreak of an insurgency almost four years ago."
0.225,0.541,0.234,0.0258,"Already crowded, Egypt struggles with ‘catastrophic’ population growth"
0.0,1.0,0.0,0.0,"Chinese ships spotted by satellites 'selling oil to N. Korea' 30 times since October, despite sanctions"
0.327,0.673,0.0,-0.8307,Here's why 12 right whales died in Canadian waters — and why more will die if nothing is done
0.57,0.43,0.0,-0.6486,"Ukraine, Pro-Russia Rebels Begin Prisoner Exchange"
0.39,0.61,0.0,-0.4939,Bomb Blast at Russian Market Place.
0.208,0.792,0.0,-0.2732,Tabarnia: the hoax independence movement trending now in Spain
0.0,1.0,0.0,0.0,South Korea: Japan sex slave row unresolved despite 2015 deal
0.0,1.0,0.0,0.0,Libya Puts 142 Migrants on Plane Back to Guinea
0.0,1.0,0.0,0.0,Russia: Explosion injures 10 at St. Petersburg supermarket
0.35,0.65,0.0,-0.6486,"One dead after 4.2 magnitude quake near Tehran, Iran"
0.079,0.921,0.0,-0.0516,Russia is setting up a permanent military presence in Syria after saying 3 times it would leave
0.274,0.726,0.0,-0.5267,"Blast rips through supermarket in Russia's St Petersburg, 10 hurt"
0.447,0.553,0.0,-0.836,Argentina judge says prosecutor who leveled accusations over Jewish center bombing cover-up was murdered
0.232,0.768,0.0,-0.8979,"Palestinian President Mahmoud Abbas spent part of Christmas eve on Sunday night meeting with a former senior commander of the al-Aksa Martys Brigades, Fatah’s military wing, recently released from prison for plotting a suicide bombing attack against Israel 16 years ago"
0.047,0.852,0.1,0.4215,"Ron Paul: ‘We're on the verge of something like what happened In ’89 when the Soviet System collapsed.' The economic boom the United States have experienced under Trump is an illusion built on governmental, corporate and personal debt. The economy and the 'overseas empire' will crumble, he claims."
0.077,0.725,0.198,0.6705,"Iranian Supreme Leader Ayatollah Ali Khamenei said on Wednesday U.S. President Donald Trump would fail in his hardened stance towards Iran, saying Tehran was stronger than during the time of the “more powerful and smarter” Ronald Reagan"
0.0,1.0,0.0,0.0,Prosecutors are reportedly seeking Kushner records from Deutsche Bank
0.092,0.908,0.0,-0.2057,"North Korea will not be accepted as a nuclear power by US or Russia, say Rex Tillerson and Sergei Lavrov"
0.0,1.0,0.0,0.0,St. Petersburg explosion: Blast injures seven people as police lock down city centre.
0.213,0.787,0.0,-0.4019,"10 reportedly injured, dozens evacuated after explosion in St. Petersburg store"
0.166,0.725,0.109,-0.2732,UK police officers surprise elderly couple with new car on Christmas Day after theirs was stolen
0.092,0.908,0.0,-0.2057,"North Korea will not be accepted as a nuclear power by US or Russia, say Rex Tillerson and Sergei Lavrov"
0.364,0.636,0.0,-0.8402,Tel Aviv workers build world's tallest Lego tower in memory of child who died of cancer
0.444,0.556,0.0,-0.4588,Putin critic calls for Russian election protests
0.0,0.659,0.341,0.6908,S.Korea confirms existence of secret deal with Japan in 2015 comfort women agreement
0.277,0.638,0.085,-0.5719,"Yemen's war reaches 1,000 days as U.S. and others defend involvement"
0.0,1.0,0.0,0.0,Revealed: The Secret KGB Manual for Recruiting Spies
0.0,1.0,0.0,0.0,China to discuss amending its constitution for the first time since 2004
0.252,0.748,0.0,-0.4019,Dozens injured after tourist boat hits bridge in Germany
0.061,0.939,0.0,-0.34,"Russia Accuses U.S. of Election Meddling Over Navalny: A U.S. State Department spokesman expressed concern over ""restrictions on independent voices"" after Navalny was barred from running by Russia's Central Election Commission on Tuesday , the state-run TASS news agency reported."
0.0,1.0,0.0,0.0,Russia to limit U.S. military observation flights
0.0,1.0,0.0,0.0,Philippine Government to abolish State-run aerospace firm for not making a single plane in its 45 years of existence
0.206,0.794,0.0,-0.5994,"Japanese woman, confined by parents for years, found frozen to death: Police. She weighed just 19kg."
0.0,1.0,0.0,0.0,Train station next to Western Wall to be named after Trump following Jerusalem decision
0.151,0.849,0.0,-0.1531,Medical Evacuations Start in Syrian Rebel Enclave of Eastern Ghouta
0.476,0.524,0.0,-0.7964,"Hundreds of ISIS fighters are hiding in Turkey, increasing fears of attacks in Europe"
0.412,0.588,0.0,-0.5423,"Ukrainian govt, separatists hold prisoner exchange"
0.0,1.0,0.0,0.0,Zimbabwe's new leader appoints ex-military commander who ousted Mugabe as vice president
0.0,0.844,0.156,0.5719,George Weah is elected president of Liberia: Former Chelsea star and FIFA World Player of the Year 1996 celebrates landslide victory
0.252,0.748,0.0,-0.4019,Soldier who defected from North Korea ‘immune to anthrax’
0.0,1.0,0.0,0.0,Russian official said US trained former ISIS militants in Syria
0.185,0.815,0.0,-0.5267,"Chinese military drills are a threat, says Taiwan, as Beijing tells island to get used to them"
0.223,0.777,0.0,-0.3182,North Korean Defectors Show Signs of Possible Radiation Exposure
0.155,0.845,0.0,-0.296,"Guatemala defends decision to move embassy to Jerusalem, no intention to reverse move"
0.234,0.561,0.206,-0.0772,Cameroon frees US professor held for criticizing government
0.195,0.805,0.0,-0.4404,U.S. Announces Sanctions On 2 Individuals Over North Korean Weapons Program : The Two-Way : NPR
0.299,0.57,0.131,-0.7876,'Coral bleaching is getting worse ... but the biggest problem is pollution': Conservationists are battling to save the 700-mile Mesoamerican Barrier Reef in the Caribbean suffering the effects of mass tourism and global warming.
0.062,0.937,0.0,-0.296,Israeli minister plans to name Western Wall train station after Trump: Yisrael Katz wants to name stop on new rail line after US president for his ‘brave decision to recognise city as Israel’s capital’.
0.32,0.68,0.0,-0.6908,"Turkey's Erdogan says Syria's Assad a terrorist, impossible to continue with him"
0.0,1.0,0.0,0.0,Japan Planning To Use Face Recognition Technology For Athletes And Journalists At Tokyo 2020 Olympics
0.199,0.758,0.043,-0.802,"The Amazon town, a coral reef, big oil, & a catastrophe waiting to happen - Oiapoque, surrounded by mangroves & close to a recently discovered 600-mile reef, is divided over what BP & Total might bring & what they might destroy"
0.0,1.0,0.0,0.0,"Oil trade between N. Korea, China under review at UNSC committee: ministry"
0.0,1.0,0.0,0.0,Oil falls from 2015 highs as rally runs out of steam
0.115,0.885,0.0,-0.5994,The death of a 21-year-old woman working in a garment factory in south India has reignited concerns among rights campaigners over the working conditions of low-paid textile workers in the multi-billion dollar industry.
0.225,0.775,0.0,-0.4404,Russian weapons maker Kalashnikov stays tight-lipped ahead of new US sanctions
0.158,0.842,0.0,-0.7351,China's foreign ministry has lashed out at Germany's ambassador to Beijing after he said its government has failed to respond to requests to discuss restrictions on internet use that foreign companies worry will disrupt business.
0.091,0.909,0.0,-0.0516,"Less than 1,000 Islamic State fighters remain in Iraq and Syria, coalition says"
0.0,1.0,0.0,0.0,New Western Wall train station to be named after Trump
0.276,0.724,0.0,-0.7906,Dutch councils vie to produce cannabis in bid to cut out criminals: Netherlands trial is designed to stop gangs from supplying cannabis-selling coffee shops.
0.256,0.744,0.0,-0.8519,"A judge in Cameroon ordered the release on Wednesday of a prize-winning writer who was detained after he criticized the government’s handling of a separatist crisis in its Anglophone regions, his lawyer said."
0.0,1.0,0.0,0.0,Germany Disbands ISIS Network Made Up of 40 Women
0.0,1.0,0.0,0.0,Israel ambassador asks to meet New Zealand pop star Lorde over canceled show
0.065,0.788,0.147,0.4767,"Saudi Arabia and UAE prepare to introduce taxes to boost revenues after oil price collapse: The value-added tax, or VAT, will apply to a range of items like food, clothes, electronics and gasoline, as well as phone, water and electricity bills, and hotel reservations."
0.185,0.782,0.033,-0.8555,"The South Korean government said in a report Wednesday that it failed to gather adequately the opinions of former “comfort women,” who were forced to work in Japanese military brothels before and during World War II, before reaching a deal with Japan in 2015 intended to address the issue."
0.181,0.605,0.214,-0.0803,A Civil War is brewing in South-Africa and the ruling party is doing nothing to stop it.
0.085,0.915,0.0,-0.1027,Prince Harry interviews Barack Obama on Radio 4: Ex-President warns social media is 'corroding civil discourse'
0.164,0.836,0.0,-0.6258,Michael Heseltine says a Jeremy Corbyn government would be less damaging for Britain than Brexit - The ex-deputy prime minister warned that remain-backing Tory voters could still desert Theresa May
0.286,0.714,0.0,-0.3818,Russia accuses U.S. of training former Islamic State fighters in Syria
0.278,0.556,0.167,-0.25,Myanmar court extends detention for 2 Reuters reporters
0.396,0.529,0.075,-0.91,'Honour' killings in Karachi shock Pakistan's largest city - Murders of teenagers show that poor communities in cities are becoming more entrenched in conservative values
0.045,0.955,0.0,-0.296,"China says part of Hong Kong rail station to be subject to mainland laws - China’s parliament said part of a Hong Kong high-speed railway station being built in the city center would be regarded as Chinese territory, an unprecedented move that critics say further erodes the financial hub’s autonomy."
0.0,1.0,0.0,0.0,Romanian ruling lawmakers propose looser anti-graft rules
0.0,0.787,0.213,0.4019,Romania’s ruling party comes up with new changes to anti-corruption laws
0.072,0.88,0.047,-0.2732,Blue and Violet Snow Discovered in St. Petersburg: Residents fear that the color comes from toxic chemicals. The colored snow is about one centimeter thick and has been found on the ground as well as on parked cars and window sills.
0.0,1.0,0.0,0.0,Turkey detains 54 former university staff in Gulen-related operation: Anadolu
0.091,0.909,0.0,-0.296,'I CAN'T DO 3YRS HERE' Brit Laura Plummer collapses in court before being thrown in Egyptian jail over painkillers found in her suitcase
0.0,0.929,0.071,0.0772,Prince Harry & Meghan Markle: Trump Is Reportedly The Reason Why UK Gov’t Doesn’t Want Obama In The Wedding
0.0,0.857,0.143,0.25,You're more likely to achieve the American dream if you live in Denmark
0.262,0.738,0.0,-0.5994,"Japanese woman, confined by parents for years, found frozen to death: police"
0.174,0.826,0.0,-0.2247,Apple faces more lawsuits over slowing down of older iPhones
0.0,1.0,0.0,0.0,US hits N Korean missile makers with sanctions
0.29,0.71,0.0,-0.5994,"China cuts off all North Korean oil and fuel imports, hurting Kim’s nuclear program"
0.0,1.0,0.0,0.0,Stephen Hawking Predictions of 2017
0.156,0.844,0.0,-0.3804,Today U.S. regime is one of the most isolated govts of the world: Ayatollah Khamenei
0.216,0.784,0.0,-0.872,"Argentine court rules prosecutor in AMIA bombing case was murdered --- Death of Alberto Nisman, who was set to expose evidence that president covered up Iran’s role in 1994 Jewish center bombing, 'could not have been a suicide,' judge finds"
0.272,0.57,0.158,-0.2023,Boris Johnson warns Russia Britain is ready to retaliate to cyber attacks
0.333,0.667,0.0,-0.4588,Macron gets tough as France struggles to deal with migrants
0.155,0.845,0.0,-0.296,US envoy said to ask State Department to stop calling West Bank ‘occupied’
0.333,0.667,0.0,-0.5423,"IS reemerges in Iraq, kills and injures 40"
0.184,0.658,0.158,-0.1027,China Snares Innocent and Guilty Alike to Build World’s Biggest DNA Database
0.0,0.838,0.162,0.6124,"New comprehensive guidance on medicinal cannabis - For the first time, Australian prescribers of medicinal cannabis will have access to up-to-date information to help inform their decision-making about patient treatment options for a number of conditions."
0.112,0.727,0.161,0.4404,"A former paramilitary chief accused of 3,000 crimes was Tuesday returned to his native Colombia to face justice after being deported from the United States, where he had been incarcerated on drug charges"
0.125,0.875,0.0,-0.5106,"Sick trade in lions taken from their mothers, reared by humans and shot by 'hunters' in tiny enclosures before having bones sold as trinkets"
0.0,0.874,0.126,0.0772,"Meghan Markle, Prince Harry reportedly want Obamas at their wedding"
0.0,1.0,0.0,0.0,Money raised to get home suitable for man crippled when he took seven bullets protecting others in Canadian mosque shooting
0.211,0.703,0.086,-0.3182,China upset at Japan’s plan to buy F-35B stealth fighter ‘jump jets’ for its helicopter carriers
0.213,0.787,0.0,-0.4019,"UN World Health Organization defines video game addiction as ""mental illness"""
0.126,0.792,0.082,-0.6839,"Prince Harry chose Barack Obama to be his flagship interview, but it may not be wise to invite him to his wedding...thought to have told aides he wants to invite Mr Obama and his wife Michelle...But civil servants are said to fear diplomatic issue if Mr Obama is invited to upcoming royal nuptials."
0.231,0.769,0.0,-0.4019,Report: North Korean Soldier Who Defected South Has Anthrax Immunity
0.0,0.769,0.231,0.5106,"Utah officer punches through frozen pond, dives in to rescue 8-year-old boy"
0.314,0.571,0.114,-0.4215,UK government worried Obama invite to royal wedding will offend Trump
0.551,0.449,0.0,-0.8625,Argentina judge says death of prosecutor Nisman was murder
0.0,0.809,0.191,0.3818,"Zero real wage growth in Britain until end of 2018, thinktank forecasts"
0.204,0.796,0.0,-0.3182,"ISIS has lost 98 percent of its territory, officials say"
0.196,0.804,0.0,-0.5994,I was the first chief minister to address the existence of death squads in Balochistan: Abdul Malik Baloch
0.0,1.0,0.0,0.0,US announces sanctions on North Korea missile makers
0.0,1.0,0.0,0.0,[deleted by user]
0.0,1.0,0.0,0.0,Tesla's enormous battery in Australia is responding to outages in record time
0.252,0.748,0.0,-0.4019,North Korea soldier who defected had immunity to anthrax
0.333,0.667,0.0,-0.4588,Macron gets tough as France struggles to deal with migrants
0.237,0.647,0.115,-0.4019,Arctic Global Warming So Rapid That Computer Measuring It Rejected Results
0.27,0.73,0.0,-0.8126,Saudi-backed airstrike on crowded market kills at least 25 in Yemen as bombing death toll soars above 70 in last 48 hours
0.211,0.789,0.0,-0.8442,"A self-proclaimed “godman” may have trafficked and enslaved dozens of women including minors at several retreats in Delhi and across the country, officials said Tuesday, in the latest case of an Indian spiritual leader accused of sexual abuse."
0.43,0.57,0.0,-0.8074,"Newly Released British Document Initially Estimated 10,000 Protesters Killed During 1989 Tiananmen Square Protests"
0.15,0.795,0.055,-0.4939,Vietnam charges businessman 'kidnapped' in Berlin with corruption: Vietnamese businessman Trinh Xuan Thanh has been charged with corruption in his home country along with 22 oil executives. His alleged kidnapping in Berlin by Vietnamese security forces sparked diplomatic tensions.
0.478,0.522,0.0,-0.6705,"Vietnam Unveils 10,000-strong Cyberunit to Combat 'Wrong Views'"
0.367,0.633,0.0,-0.7135,"UK government begs Prince Harry, Meghan Markle not to invite Obamas to avoid offending Trump"
0.0,1.0,0.0,0.0,Brexit 'could be model for Turkey'
0.0,0.882,0.118,0.6369,Chinese cities vie to harness the energy that powers the sun: At least three Chinese cities are vying to host the world’s first experimental nuclear fusion power station after the country’s government threw its weight behind the ambitious project this month.
0.167,0.721,0.112,-0.5994,"The National Cancer Center Hospital in Tokyo is set to seek government approval for its plan to provide individualized cancer treatment based on a patient's genome information. If approved, the national health insurance program will cover a patient's visits to a doctor and medical checks."
0.296,0.704,0.0,-0.7096,Russia's leading opposition figure Alexei Navalny calls for election boycott as officials ban him from running
0.17,0.786,0.044,-0.6124,Suspected U.S. drone kills militants on Pakistan-Afghan border: The members of the Taliban-allied Haqqani Network and an eyewitness reached by Reuters said the incident took place inside Pakistan.
0.0,1.0,0.0,0.0,"FBI Software For Analyzing Fingerprints Contains Russian-Made Code, Whistleblowers Say"
0.121,0.879,0.0,-0.5256,Thousands of government papers detailing some of the most controversial episodes in 20th century British history have vanished after civil servants removed them from the country’s National Archives and then reported them as lost.
0.403,0.597,0.0,-0.6597,"Suspected Saudi-led coalition airstrike in Yemen kills 25, including children"
0.259,0.741,0.0,-0.5423,Four in Ten Brazilian Women Say They Have Been Sexually Harassed
0.355,0.645,0.0,-0.5267,Tourist carrying husband's painkillers sentenced to 3 years in Egyptian prison
0.0,1.0,0.0,0.0,Oil-rich Venezuela is out of gas
0.0,1.0,0.0,0.0,Taiwan says the Chinese air force did exercises near its island 16 times in the last year
0.0,0.849,0.151,0.6908,"China presses Afghanistan-Pakistan rapprochement: The foreign ministers of China, Afghanistan and Pakistan have held their first tri-lateral talks. They called for the inclusion of the Taliban in talks seeking to restore peace to Afghanistan"
0.0,1.0,0.0,0.0,"Explosion at major oil pipeline in Libya: A major oil pipeline in Libya has been bombed by unknown militants. Oil flows have been reduced by as much as 100,000 bpd"
0.31,0.69,0.0,-0.4019,Excessive Gaming to be named a Mental Disorder
0.28,0.561,0.159,-0.3182,Tanzania: Over 80 Female Pupils Escape Forced Marriages
0.124,0.749,0.126,0.0258,Angry Kosovans hung hundreds of neckties on the fence outside the government's headquarters on Tuesday in protest after its leader justified doubling his own salary by saying that wearing smart clothes was part of his job
0.262,0.738,0.0,-0.4939,Russia rejects concerns over banning of Alexei Navalny from elections
0.391,0.609,0.0,-0.6705,'Civilians killed' in Saudi raids in Yemen's Taiz
0.136,0.711,0.153,0.2023,"Thousands of Peruvians took to the streets on Monday to protest the pardon granted to former President Alberto Fujimori, with many calling it part of a backroom deal struck to protect the current president from impeachment on corruption charges"
0.255,0.745,0.0,-0.34,Chess federation says Israel excluded from Saudi-hosted match
0.286,0.714,0.0,-0.6808,"""Your son is a dog, an insect"", Israel MK Oren Hazan threatens Palestinian families visiting imprisoned relatives"
0.0,1.0,0.0,0.0,North Korea Designed A Nuke. So Did This Truck Driver
0.0,1.0,0.0,0.0,Trump slams 'bogus' Russian dossier and says the FBI is 'tainted'
0.0,0.879,0.121,0.0258,US jury acquits Peruvian defendant in FIFA bribery case
0.32,0.68,0.0,-0.5106,Forty-four Venezuelan activists released from prison: rights group
0.0,1.0,0.0,0.0,Jakarta sinking fast? Here is why the Indonesian capital will soon be under water
0.189,0.811,0.0,-0.2732,Russia calls for answers after Chechen leader's Instagram is blocked
0.0,1.0,0.0,0.0,India Economy Set to Leapfrog U.K. and France in 2018: Report
0.0,1.0,0.0,0.0,Russia willing to mediate US-North Korea talks: report
0.176,0.824,0.0,-0.128,Venezuelans scramble to survive as merchants demand dollars
0.364,0.636,0.0,-0.743,British Citizen Laura Plummer jailed for three years for smuggling drugs into Egypt
0.394,0.606,0.0,-0.4404,"Russia Wants Americans To Doubt Mueller, Experts Warn"
0.0,1.0,0.0,0.0,Japan may seek TPP signing without Canada
0.088,0.859,0.053,-0.34,“It’s not the heat that kills you. It’s the humidity.”: Climate change–induced increases in humidity could actually exacerbate the effects of heat to the point of making certain places in the world uninhabitable later this century
0.0,1.0,0.0,0.0,China’s economy predicted to overtake US by 2032: report
0.0,1.0,0.0,0.0,Report: China Will Overtake U.S. as World’s Biggest Economy by 2032
0.22,0.78,0.0,-0.4767,China is finally starting to hit North Korea where it hurts: Oil
0.0,0.857,0.143,0.128,"Russia setting up 'permanent presence' in Syria, defense minister says"
0.0,1.0,0.0,0.0,Report: North Korea soldier found to have anthrax antibodies
0.191,0.809,0.0,-0.3818,Shanghai to cap population at 25 million to battle 'big city disease'
0.0,1.0,0.0,0.0,Saudi chess tournament starts without Israeli players
0.17,0.625,0.205,0.1027,Protests continue over the pardon of Peru's ex-president Fujimori
0.256,0.744,0.0,-0.4767,"Nigeria: Troops Repel Boko Haram Attack On Molai, Near Maiduguri"
0.402,0.598,0.0,-0.6908,Mexico Murder Total Hits An All Time High
0.0,0.941,0.059,0.25,WeChat poised to become China’s official electronic ID system: The WeChat ID pilot programme in Guangzhou will be extended to the whole of Guangdong province and further across China from January next year.
0.441,0.559,0.0,-0.743,Briton Laura Plummer jailed in Egypt for drug smuggling (tramadol)
0.32,0.574,0.107,-0.5574,Iran confirms upholding death sentence for academic over spying
0.418,0.582,0.0,-0.7845,Bangladesh social media activist is arrested on 'anti-Islam' charges for 'mocking the Prophet Mohammed'
0.412,0.588,0.0,-0.5423,"India ‘hits back’, kills 3 Pakistan soldiers"
0.355,0.645,0.0,-0.5106,Police in Puerto Rico continue sick out
0.167,0.833,0.0,-0.4215,Donald Trump could snub UK visit if Obama attends Prince Harry and Meghan Markle wedding
0.409,0.435,0.157,-0.5994,Indian troops kill top militant in Kashmir
0.257,0.743,0.0,-0.6705,Yemen: 71 civilians killed in airstrikes carried out by Saudi-led military coalition since Sunday
0.186,0.814,0.0,-0.1531,Tunisian schoolgirls rebel against having to wear uniform
0.136,0.818,0.046,-0.5423,"South Korean Foreign Minister Kang Kyung-wha said Tuesday the process of reaching a deal with Japan on “comfort women,” who were forced to work in Japanese wartime military brothels, “lacked significantly” in communication with the victims."
0.279,0.721,0.0,-0.4767,Egypt executes 15 militants over deadly 2013 Sinai attack
0.309,0.691,0.0,-0.9198,"Uber driver raped and killed British diplomat because she was 'a foreigner wearing a short skirt': Rebecca Dykes' body was discovered dumped at the side of the road in Beirut, Lebanon."
0.289,0.656,0.055,-0.886,"Prisoners receive hundreds of thousands of pounds for lost property: Prison service urged to 'get a grip' as figures show more than £850,000 of taxpayers money awarded to inmates over last four years due to lost or damaged property."
0.252,0.63,0.118,-0.4019,Vietnam escapes damage after typhoon takes heavy toll in Philippines
0.114,0.719,0.167,0.1531,"From next April, a new regulator - the Office for Students - will have the power to fine universities that fail to uphold free speech in the UK."
0.383,0.519,0.097,-0.6597,Israel extends 16-year-old Palestinian girl's detention because she could 'pose a danger'
0.0,1.0,0.0,0.0,Kim Jong-un impersonator in Seoul BBC
0.294,0.706,0.0,-0.128,Japan considers refitting helicopter carrier for stealth fighters
0.457,0.543,0.0,-0.7096,Kremlin: Navalny's calls for vote boycott might be illegal
0.0,1.0,0.0,0.0,Russia establishing permanent presence at its Syrian bases: RIA
0.109,0.826,0.065,-0.5141,"Taiwan says Chinese air force exercised near island 16 times in last year - China’s air force has carried out 16 rounds of exercises close to Taiwan in the last year or so, Taiwan’s defense ministry said on Tuesday, warning that China’s military threat was growing by the day."
0.168,0.765,0.067,-0.5106,"UK Government admits 'losing' thousands of papers from National Archives - Documents on the Falklands, Northern Ireland’s Troubles, and the infamous Zinoviev letter among those ‘misplaced’, leaving historians suspicious"
0.0,0.787,0.213,0.4019,Chinese firm clones gene-edited dog in bid to treat cardiovascular disease
0.134,0.866,0.0,-0.6597,"Turkey: Locals in the Black Sea province of Trabzon were outraged after seeing a Portuguese tourist leaning against a model of al-Aqsa Mosque, placed recently in the city during protests against U.S.’s decision to recognize Jerusalem as Israel’s capital."
0.193,0.807,0.0,-0.4767,Parents arrested in Japan after daughter kept in tiny cell for 17 years dies
0.257,0.632,0.111,-0.8176,"A prominent activist who called himself the Ultra Vulgar Butcher as he mocked and pressured Chinese officials was given an 8-year prison sentence for subversion, the harshest sentence handed down in a sweeping crackdown on rights campaigners."
0.071,0.859,0.071,0.0,"$180bn investment in plastic factories feeds global packaging binge - Colossal funding in manufacturing plants by fossil fuel companies will increase plastic production by 40%, risking permanent pollution of the earth"
0.0,1.0,0.0,0.0,"Jeremy Corbyn makes case for a fundamental break with the world order, quotes late socialist leaders Salvador Allende and Thomas Sankara"
0.0,1.0,0.0,0.0,"North Korea likely to pursue talks, South says in rosy New Year forecast"
0.29,0.71,0.0,-0.8625,"A U.S. Air Force serviceman was arrested in Okinawa on suspicion of drunken driving, less than two weeks after the U.S. military lifted an alcohol ban imposed on personnel in Japan"
0.278,0.722,0.0,-0.4019,Flesh-Eating Illness Infects Over 500 People in Japan
0.0,1.0,0.0,0.0,India Looks Set to Leapfrog the U.K. and France to Become the World's Fifth Largest Economy in 2018
0.056,0.812,0.131,0.3818,"Britain escorts Russian ship near national waters amid strained relations: A British ship escorted a Russian vessel as it passed near UK territorial waters over Christmas, Britain’s defense ministry said on Tuesday, adding that Russian naval activity near Britain had increased in the holiday period."
0.167,0.833,0.0,-0.296,"China's Shanghai sets population at 25 million to avoid ""big city disease"""
0.0,0.777,0.223,0.3182,Kremlin 'concerned' that US may expand sanctions on Russia
0.0,0.796,0.204,0.3182,"In Christmas message, Pope Francis calls for 2-state Israeli-Palestinian solution"
0.208,0.792,0.0,-0.2732,Kremlin critic Alexey Navalny barred from entering presidential race
0.0,1.0,0.0,0.0,Former Soccer Star George Weah Closes in on Liberian Presidency
0.0,1.0,0.0,0.0,"Abe Eroding Japan Pacifism for Own Legacy, Opposition Chief Says"
0.0,1.0,0.0,0.0,China regulator summons founder of debt-laden LeEco back to China
0.263,0.737,0.0,-0.6124,North Korea Is Demanding the U.S. Prove Its Claim That Pyongyang was Behind the WannaCry Attack
0.32,0.68,0.0,-0.765,"Indian Army crosses Line of Control, kills 3 Pakistani soldiers to avenge deadly attack on Indian troops."
0.118,0.639,0.243,0.765,"China Signals Slower Growth Is Acceptable to Tackle Debt, Smog - China can achieve a goal of doubling the size of its economy by 2020 even if annual expansion slows to 6.3%, according to a senior Party official, signaling a greater willingness to tackle debt and pollution at the expense of growth."
0.177,0.823,0.0,-0.7003,"Brexit has already damaged Britain's global brand, Sir Martin Sorrell says - Brexit has already damaged the UK’s “global brand”, according to the head of the world’s largest advertising conglomerate."
0.098,0.837,0.065,-0.1027,"UK Councils are investing millions of pounds in some of the world’s largest tobacco companies at the same time as funding for services to help people stop smoking is being slashed, an investigation by The Independent has revealed."
0.315,0.685,0.0,-0.9509,Russian deputy PM quits football role before 2018 World Cup to fight doping ban - Russian deputy PM quits football role before 2018 World Cup to fight doping ban Vitaly Mutko also considering resigning as local World Cup organiser as he appeals against Olympic life ban
0.0,0.803,0.197,0.4019,Four Indian startups are developing rapid tests to help check antibiotic resistance
0.1,0.83,0.07,-0.1027,"China's Shanghai to battle 'big city disease' by limiting population to 25 million - State media has defined “big city disease” as arising when a megacity becomes plagued with environmental pollution, traffic congestion and a shortage of public services, including education and medical care."
0.231,0.769,0.0,-0.2732,Putin critic Navalny barred from Russian presidential election
0.39,0.61,0.0,-0.7506,Egypt launches bid to ban atheism over fears it turns people gay
0.366,0.634,0.0,-0.6369,Red Cross rebukes Israel after lawmaker confronts prisoners' families on bus
0.0,1.0,0.0,0.0,French Scientists Refute Hypothesis Related to the Origin of the Moon
0.0,0.841,0.159,0.1779,Amazon and Microsoft employees caught up in sex trafficking sting
0.167,0.833,0.0,-0.25,Russian election officials bar protest leader Navalny from 2018 presidential race
0.0,1.0,0.0,0.0,Humidity will make some parts of the world unlivable in 50 years
0.0,1.0,0.0,0.0,Sun.Star Philippines: Davao City now under state of calamity
0.0,1.0,0.0,0.0,Researcher finds evidence of links between the Islamic Quran and a Judaic text called the Sefer Yetzirah
0.0,0.826,0.174,0.2263,Crocodile in Melbourne front yard surprises couple on Christmas Day
0.375,0.625,0.0,-0.6808,Rebel groups reject talks on Syrian conflict hosted by Russia | World news | The Guardian
0.268,0.732,0.0,-0.296,U.S. cuts $285 million from UN funding
0.152,0.786,0.061,-0.5719,China called on Monday for all countries to make constructive efforts to ease tension after North Korea said the latest U.N. sanctions against it are an act of war and tantamount to a complete economic blockade.
0.0,0.909,0.091,0.0258,Turkish forces prevented coup attempt in Qatar by protecting emir's residence: report
0.0,0.806,0.194,0.34,‘Waiting Is A Mistake’: Tom Steyer’s Trump Impeachment Campaign Increasingly Gains Momentum
0.097,0.805,0.097,0.0,Pope Francis takes swipe at Donald Trump in his annual Christmas message and calls for a two-state solution to end Israeli–Palestinian conflict
0.462,0.538,0.0,-0.5106,Syrian rebel groups reject Russian-sponsored Sochi conference
0.0,1.0,0.0,0.0,"Swiss president wants EU referendum to ""clarify our relationship with Europe"""
0.124,0.876,0.0,-0.4767,Horse racing suspended at Palermo racetrack over mafia links: Police uncover evidence that Cosa Nostra bosses were rigging races at Ippodromo La Favorita
0.0,0.791,0.209,0.6808,Scotland united in curiosity as councils trial universal basic income - Four local authorities tasked with turning utopian fantasy into reality with backing of first minister and multi-party support
0.35,0.612,0.038,-0.8934,"Majority of Russians Regret Soviet Collapse, Poll Says: The number of Russians who regret the collapse of the Soviet Union is the highest in nearly a decade."
